ticker,rank,asof,variant,score,pct_rank,quintile,target_weight_new_tranche,last_adj_close,adv20_dollars,drivers
EXPD,137,2026-09-10,beta_hedged,0.4975737215518999,0.30256410256410254,2,0.0,189.32000732421875,140221001.0,vol_63d_rank(-0.010) | close_vs_sma200(+0.007) | vol_63d(-0.005)
WY,138,2026-09-10,beta_hedged,0.497468263572508,0.29743589743589743,2,0.0,21.989999771118164,112469119.0,vol_63d(-0.006) | close_vs_sma200(-0.002) | vol_10d(-0.002)
JCI,139,2026-09-10,beta_hedged,0.49745223119923776,0.2923076923076923,2,0.0,142.80999755859375,399197533.0,vol_63d(-0.006) | vol_63d_rank(+0.001) | vol_10d(-0.001)
CLX,140,2026-09-10,beta_hedged,0.49737019056028386,0.28717948717948716,2,0.0,88.7699966430664,286008671.0,vol_63d(-0.005) | vol_63d_rank(+0.003) | close_vs_sma200(-0.002)
JBHT,141,2026-09-10,beta_hedged,0.4970327459939239,0.28205128205128205,2,0.0,267.8299865722656,241688552.0,vol_63d(-0.005) | vol_63d_rank(+0.004) | vol_21d(-0.003)
ORLY,142,2026-09-10,beta_hedged,0.49632949096734064,0.27692307692307694,2,0.0,85.51000213623047,440462240.0,vol_63d(-0.005) | vol_63d_rank(+0.003) | close_vs_sma200(-0.002)
TSCO,143,2026-09-10,beta_hedged,0.4958041951845941,0.2717948717948718,2,0.0,33.52000045776367,324486454.0,vol_63d(-0.007) | close_vs_sma200(-0.004) | vol_10d(-0.001)
BSX,144,2026-09-10,beta_hedged,0.49561195701703453,0.26666666666666666,2,0.0,43.099998474121094,965177888.0,vol_63d(-0.006) | vol_63d_rank(+0.004) | close_vs_sma200(-0.004)
CSCO,145,2026-09-10,beta_hedged,0.49398492751268686,0.26153846153846155,2,0.0,107.44000244140625,2129688048.0,vol_63d(-0.006) | vol_63d_rank(+0.003) | vol_10d(-0.002)
UPS,146,2026-09-10,beta_hedged,0.4936168706339777,0.2564102564102564,2,0.0,99.97000122070312,422375446.0,vol_63d(-0.006) | close_vs_sma200(-0.002) | vol_63d_rank(+0.002)
ROL,147,2026-09-10,beta_hedged,0.4936079810433145,0.2512820512820513,2,0.0,34.560001373291016,160062214.0,vol_63d(-0.005) | close_vs_sma200(-0.005) | sharpe_mom_63(+0.002)
ADM,148,2026-09-10,beta_hedged,0.49335295983607885,0.24615384615384617,2,0.0,86.91000366210938,295976050.0,vol_63d(-0.009) | vol_63d_rank(-0.008) | close_vs_sma200(+0.006)
TPR,149,2026-09-10,beta_hedged,0.4929224286865024,0.24102564102564103,2,0.0,115.87000274658203,511112279.0,vol_21d_rank(-0.004) | vol_63d_rank(+0.004) | ret_21d_rank(-0.004)
TJX,150,2026-09-10,beta_hedged,0.49221979280240785,0.2358974358974359,2,0.0,126.41999816894531,1111072344.0,vol_63d_rank(-0.006) | vol_63d(-0.005) | close_vs_sma200(-0.004)
DD,151,2026-09-10,beta_hedged,0.4912061084108024,0.23076923076923078,2,0.0,127.31999969482422,164532896.0,vol_63d_rank(-0.007) | vol_63d(-0.006) | ret_21d_rank(+0.004)
WAT,152,2026-09-10,beta_hedged,0.49086826504179176,0.22564102564102564,2,0.0,401.6400146484375,307103915.0,vol_63d(-0.008) | vol_63d_rank(-0.004) | mkt_breadth(+0.001)
WELL,153,2026-09-10,beta_hedged,0.49068649043180823,0.2205128205128205,2,0.0,235.7100067138672,625990883.0,vol_63d_rank(-0.009) | vol_63d(-0.005) | mkt_breadth(+0.002)
LH,154,2026-09-10,beta_hedged,0.4903828610527552,0.2153846153846154,2,0.0,306.9599914550781,227704605.0,vol_63d(-0.009) | vol_63d_rank(-0.007) | mkt_breadth(+0.002)
STE,155,2026-09-10,beta_hedged,0.49030296355402836,0.21025641025641026,2,0.0,212.4499969482422,148887886.0,vol_63d(-0.006) | vol_63d_rank(-0.002) | close_vs_sma200(-0.002)
CTAS,156,2026-09-10,beta_hedged,0.489025650068496,0.20512820512820512,2,0.0,198.44000244140625,342486370.0,vol_63d(-0.008) | vol_63d_rank(-0.003) | vol_10d(-0.001)
HD,157,2026-09-10,beta_hedged,0.488736997392159,0.2,1,0.0,305.69000244140625,1265177513.0,vol_63d(-0.008) | vol_63d_rank(-0.005) | ret_21d_rank(+0.003)
A,158,2026-09-10,beta_hedged,0.48864881820403233,0.19487179487179487,1,0.0,143.1199951171875,355892390.0,vol_63d(-0.008) | vol_63d_rank(-0.004) | vol_10d(-0.002)
XYL,159,2026-09-10,beta_hedged,0.48824893913715767,0.18974358974358974,1,0.0,106.55000305175781,232162467.0,vol_63d(-0.008) | vol_63d_rank(-0.006) | ret_21d_rank(+0.003)
XOM,160,2026-09-10,beta_hedged,0.4880125579666314,0.18461538461538463,1,0.0,165.22999572753906,2208752690.0,vol_63d(-0.009) | vol_63d_rank(-0.006) | mkt_dispersion(-0.002)
TT,161,2026-09-10,beta_hedged,0.48794264070969406,0.1794871794871795,1,0.0,439.8299865722656,413446101.0,vol_63d(-0.007) | vol_63d_rank(-0.002) | close_vs_sma200(-0.002)
CAH,162,2026-09-10,beta_hedged,0.48773009223640873,0.17435897435897435,1,0.0,236.02000427246094,370634655.0,vol_63d_rank(-0.010) | vol_63d(-0.006) | mkt_breadth(+0.002)
RSG,163,2026-09-10,beta_hedged,0.4865896271952279,0.16923076923076924,1,0.0,221.0800018310547,325519894.0,vol_63d_rank(-0.007) | mkt_breadth(+0.002) | mkt_dispersion(-0.002)
DOV,164,2026-09-10,beta_hedged,0.4862640629753873,0.1641025641025641,1,0.0,187.3699951171875,220826068.0,vol_63d(-0.007) | vol_63d_rank(-0.004) | close_vs_sma200(-0.002)
COR,165,2026-09-10,beta_hedged,0.4859006179538521,0.15897435897435896,1,0.0,320.95001220703125,405751680.0,vol_63d(-0.010) | vol_63d_rank(-0.007) | close_vs_sma200(-0.002)
LOW,166,2026-09-10,beta_hedged,0.48540307387659376,0.15384615384615385,1,0.0,196.58999633789062,657211467.0,vol_63d(-0.008) | vol_63d_rank(-0.005) | close_vs_sma200(-0.004)
NSC,167,2026-09-10,beta_hedged,0.4851769202881302,0.14871794871794872,1,0.0,323.29998779296875,390644009.0,vol_63d_rank(-0.007) | vol_63d(-0.003) | mkt_dispersion(-0.002)
UNP,168,2026-09-10,beta_hedged,0.4842730742244692,0.14358974358974358,1,0.0,285.7799987792969,699531613.0,vol_63d_rank(-0.009) | vol_63d(-0.005) | mkt_dispersion(-0.002)
ITW,169,2026-09-10,beta_hedged,0.4842276387085456,0.13846153846153847,1,0.0,265.20001220703125,284587971.0,vol_63d_rank(-0.008) | vol_63d(-0.005) | mkt_dispersion(-0.003)
KMB,170,2026-09-10,beta_hedged,0.4842155945993653,0.13333333333333333,1,0.0,98.4800033569336,345566669.0,vol_63d(-0.008) | vol_63d_rank(-0.006) | close_vs_sma200(-0.002)
AVY,171,2026-09-10,beta_hedged,0.4837688052887508,0.1282051282051282,1,0.0,168.77000427246094,193615774.0,vol_63d(-0.009) | vol_63d_rank(-0.006) | close_vs_sma200(-0.002)
APD,172,2026-09-10,beta_hedged,0.48365262907505363,0.12307692307692308,1,0.0,293.6499938964844,292499699.0,vol_63d(-0.008) | vol_63d_rank(-0.006) | mkt_dispersion(-0.002)
LIN,173,2026-09-10,beta_hedged,0.48330139994867677,0.11794871794871795,1,0.0,461.6199951171875,948516837.0,vol_63d_rank(-0.007) | vol_63d(-0.003) | mkt_dispersion(-0.003)
HSY,174,2026-09-10,beta_hedged,0.4832704207882313,0.11282051282051282,1,0.0,174.33999633789062,205015308.0,vol_63d(-0.009) | vol_63d_rank(-0.006) | close_vs_sma200(-0.002)
CL,175,2026-09-10,beta_hedged,0.4832407905195995,0.1076923076923077,1,0.0,87.9000015258789,368810707.0,vol_63d_rank(-0.008) | vol_63d(-0.003) | mkt_dispersion(-0.003)
FAST,176,2026-09-10,beta_hedged,0.48298805417058893,0.10256410256410256,1,0.0,49.0099983215332,298748905.0,vol_63d_rank(-0.010) | vol_63d(-0.006) | mkt_dispersion(-0.002)
MDT,177,2026-09-10,beta_hedged,0.4827455893111628,0.09743589743589744,1,0.0,91.62000274658203,740439114.0,vol_63d(-0.010) | vol_63d_rank(-0.008) | vol_10d(-0.002)
PG,178,2026-09-10,beta_hedged,0.482534991360009,0.09230769230769231,1,0.0,142.97000122070312,1298021574.0,vol_63d_rank(-0.008) | vol_63d(-0.003) | mkt_dispersion(-0.003)
KVUE,179,2026-09-10,beta_hedged,0.48229551185147596,0.08717948717948718,1,0.0,17.790000915527344,380870424.0,vol_63d_rank(-0.009) | vol_63d(-0.004) | close_vs_sma200(-0.002)
CPT,180,2026-09-10,beta_hedged,0.48229517315173726,0.08205128205128205,1,0.0,102.5,93064220.0,vol_63d_rank(-0.008) | vol_63d(-0.003) | close_vs_sma200(-0.002)
EW,181,2026-09-10,beta_hedged,0.4820623364948906,0.07692307692307693,1,0.0,86.7699966430664,247852691.0,vol_63d_rank(-0.009) | vol_63d(-0.006) | mkt_dispersion(-0.002)
ROST,182,2026-09-10,beta_hedged,0.48206175715100635,0.07179487179487179,1,0.0,225.47999572753906,659016837.0,vol_63d(-0.009) | vol_63d_rank(-0.007) | mkt_dispersion(-0.002)
OTIS,183,2026-09-10,beta_hedged,0.4820531345233607,0.06666666666666667,1,0.0,67.88999938964844,242800962.0,vol_63d_rank(-0.009) | vol_63d(-0.005) | close_vs_sma200(-0.003)
IEX,184,2026-09-10,beta_hedged,0.48190888984094477,0.06153846153846154,1,0.0,221.4600067138672,153337739.0,vol_63d_rank(-0.011) | vol_63d(-0.010) | ret_5d(+0.002)
ECL,185,2026-09-10,beta_hedged,0.48170309817640083,0.05641025641025641,1,0.0,271.6000061035156,407574881.0,vol_63d_rank(-0.009) | vol_63d(-0.004) | mkt_dispersion(-0.003)
MAA,186,2026-09-10,beta_hedged,0.4816633573590008,0.05128205128205128,1,0.0,124.4800033569336,103950758.0,vol_63d_rank(-0.009) | vol_63d(-0.003) | close_vs_sma200(-0.002)
MDLZ,187,2026-09-10,beta_hedged,0.4809751149948176,0.046153846153846156,1,0.0,62.470001220703125,445872466.0,vol_63d(-0.010) | vol_63d_rank(-0.007) | mkt_dispersion(-0.002)
CHD,188,2026-09-10,beta_hedged,0.4808143716150106,0.041025641025641026,1,0.0,93.94000244140625,170443889.0,vol_63d_rank(-0.010) | vol_63d(-0.005) | close_vs_sma200(-0.003)
MMM,189,2026-09-10,beta_hedged,0.47975167442335315,0.035897435897435895,1,0.0,162.86000061035156,471018029.0,vol_63d_rank(-0.010) | vol_63d(-0.010) | mkt_dispersion(-0.003)
WM,190,2026-09-10,beta_hedged,0.47932890378496396,0.03076923076923077,1,0.0,214.77000427246094,457202081.0,vol_63d_rank(-0.009) | vol_63d(-0.004) | mkt_dispersion(-0.003)
PEP,191,2026-09-10,beta_hedged,0.47866042659067026,0.02564102564102564,1,0.0,136.64999389648438,963164658.0,vol_63d_rank(-0.009) | vol_63d(-0.006) | mkt_dispersion(-0.003)
CSX,192,2026-09-10,beta_hedged,0.4784508101121024,0.020512820512820513,1,0.0,49.040000915527344,460748309.0,vol_63d_rank(-0.010) | vol_63d(-0.006) | mkt_dispersion(-0.003)
VLTO,193,2026-09-10,beta_hedged,0.4769548027929298,0.015384615384615385,1,0.0,93.44999694824219,144679562.0,vol_63d_rank(-0.012) | vol_63d(-0.010) | close_vs_sma200(-0.003)
JNJ,194,2026-09-10,beta_hedged,0.4764324087781355,0.010256410256410256,1,0.0,266.3500061035156,1681836287.0,vol_63d_rank(-0.013) | vol_63d(-0.012) | mkt_dispersion(-0.003)
PLD,195,2026-09-10,beta_hedged,0.47481078338774935,0.005128205128205128,1,0.0,134.41000366210938,416886481.0,vol_63d_rank(-0.011) | vol_63d(-0.007) | mkt_dispersion(-0.003)
