ticker,rank,asof,variant,score,pct_rank,quintile,target_weight_new_tranche,last_adj_close,adv20_dollars,drivers
FCX,160,2026-08-24,beta_hedged,0.49331000598076513,0.18041237113402062,1,0.0,77.80000305175781,913618492.0,mkt_dispersion(-0.010) | close_vs_sma200(+0.006) | ret_5d(-0.005)
WDAY,161,2026-08-24,beta_hedged,0.49312260625482707,0.17525773195876287,1,0.0,199.14999389648438,948962055.0,mkt_dispersion(-0.013) | vol_10d(+0.008) | mkt_breadth(-0.008)
VRSN,162,2026-08-24,beta_hedged,0.49272304506717896,0.17010309278350516,1,0.0,290.7900085449219,225662321.0,vol_21d(-0.005) | vol_63d(-0.003) | vol_63d_rank(+0.002)
MDLZ,163,2026-08-24,beta_hedged,0.4924254023208256,0.16494845360824742,1,0.0,64.69999694824219,534170807.0,mkt_dispersion(+0.008) | vol_63d(-0.007) | vol_63d_rank(-0.005)
VLTO,164,2026-08-24,beta_hedged,0.4923963743876107,0.15979381443298968,1,0.0,99.37000274658203,154894976.0,vol_63d(-0.006) | vol_63d_rank(-0.004) | mkt_dispersion(+0.003)
HSY,165,2026-08-24,beta_hedged,0.492346134109479,0.15463917525773196,1,0.0,189.94000244140625,262320812.0,vol_63d(-0.003) | mkt_dispersion(+0.002) | vol_63d_rank(-0.001)
EFX,166,2026-08-24,beta_hedged,0.4919812118668936,0.14948453608247422,1,0.0,194.6300048828125,233031976.0,mkt_dispersion(-0.007) | vol_21d(-0.004) | close_vs_sma50(+0.003)
WY,167,2026-08-24,beta_hedged,0.49188590603457855,0.14432989690721648,1,0.0,24.389999389648438,138106674.0,vol_21d(-0.004) | vol_63d(-0.004) | amihud(-0.002)
INCY,168,2026-08-24,beta_hedged,0.4918839861112168,0.13917525773195877,1,0.0,127.9800033569336,232819646.0,mkt_dispersion(-0.006) | vol_21d(-0.004) | mkt_breadth(-0.003)
STLD,169,2026-08-24,beta_hedged,0.490967481772368,0.13402061855670103,1,0.0,229.27000427246094,307245137.0,mkt_dispersion(-0.005) | ret_10d(+0.003) | vol_21d(-0.003)
PANW,170,2026-08-24,beta_hedged,0.4907217421977695,0.12886597938144329,1,0.0,350.8999938964844,2016352687.0,mkt_dispersion(-0.017) | mkt_breadth(-0.004) | close_vs_sma200(+0.004)
MAS,171,2026-08-24,beta_hedged,0.49068624007162304,0.12371134020618557,1,0.0,73.20999908447266,216349496.0,vol_21d(-0.005) | mkt_dispersion(-0.003) | vol_63d_rank(+0.002)
TECH,172,2026-08-24,beta_hedged,0.49061118027850653,0.11855670103092783,1,0.0,72.38999938964844,261085381.0,mkt_dispersion(-0.008) | vol_21d(+0.004) | ret_63d(-0.002)
XYL,173,2026-08-24,beta_hedged,0.49046976633743716,0.1134020618556701,1,0.0,114.18000030517578,215014758.0,vol_63d_rank(-0.007) | vol_63d(-0.006) | mkt_dispersion(+0.005)
TRMB,174,2026-08-24,beta_hedged,0.49003922796273613,0.10824742268041238,1,0.0,60.66999816894531,166550285.0,vol_21d(-0.005) | vol_63d(-0.003) | close_vs_sma50(+0.003)
AVB,175,2026-08-24,beta_hedged,0.48991425204588906,0.10309278350515463,1,0.0,68.13999938964844,275456671.0,mkt_dispersion(-0.005) | vol_63d(-0.005) | close_vs_sma50(+0.004)
ALGN,176,2026-08-24,beta_hedged,0.4898845199812147,0.0979381443298969,1,0.0,159.63999938964844,165525266.0,mkt_dispersion(-0.007) | vol_21d(-0.005) | ret_10d(+0.003)
MCHP,177,2026-08-24,beta_hedged,0.4897916049181849,0.09278350515463918,1,0.0,74.20999908447266,843500415.0,mkt_dispersion(-0.005) | ret_63d(+0.003) | atr_pct(-0.003)
CHD,178,2026-08-24,beta_hedged,0.48920374583895293,0.08762886597938144,1,0.0,102.52999877929688,195209955.0,vol_63d(-0.007) | vol_63d_rank(-0.007) | mkt_dispersion(+0.006)
AOS,179,2026-08-24,beta_hedged,0.48880735678345627,0.08247422680412371,1,0.0,62.720001220703125,98629412.0,vol_21d(-0.005) | vol_63d(-0.004) | close_vs_sma200(-0.002)
GOOGL,180,2026-08-24,beta_hedged,0.4887883926134206,0.07731958762886598,1,0.0,348.05999755859375,9349803407.0,vol_21d(-0.004) | vol_63d(-0.003) | ret_21d(-0.002)
ON,181,2026-08-24,beta_hedged,0.48810324051542175,0.07216494845360824,1,0.0,71.93000030517578,791629251.0,vol_63d(-0.005) | mkt_dispersion(-0.005) | ret_63d(+0.005)
ZBRA,182,2026-08-24,beta_hedged,0.4877402977831043,0.06701030927835051,1,0.0,363.29998779296875,307447474.0,mkt_dispersion(-0.010) | mkt_breadth(-0.008) | close_vs_sma200(-0.007)
GEV,183,2026-08-24,beta_hedged,0.4875047561484786,0.061855670103092786,1,0.0,942.0999755859375,2284057509.0,mkt_dispersion(-0.010) | vol_63d(+0.005) | vol_21d(-0.004)
EXPD,184,2026-08-24,beta_hedged,0.48657212964518726,0.05670103092783505,1,0.0,187.8300018310547,191822414.0,vol_63d_rank(-0.008) | vol_63d(-0.007) | amihud(-0.003)
EPAM,185,2026-08-24,beta_hedged,0.48532068509152415,0.05154639175257732,1,0.0,111.26000213623047,187475705.0,ret_5d(-0.008) | mkt_dispersion(-0.006) | vol_63d(+0.004)
DD,186,2026-08-24,beta_hedged,0.4848920137049291,0.04639175257731959,1,0.0,136.6699981689453,247051469.0,vol_63d_rank(-0.006) | vol_63d(-0.006) | mkt_dispersion(+0.004)
EXPE,187,2026-08-24,beta_hedged,0.4821097819949973,0.041237113402061855,1,0.0,339.1300048828125,510486540.0,mkt_dispersion(-0.010) | close_vs_sma50(+0.006) | vol_21d(-0.005)
CRL,188,2026-08-24,beta_hedged,0.4797898877347461,0.03608247422680412,1,0.0,298.5799865722656,259448579.0,mkt_dispersion(-0.011) | vol_21d(-0.006) | close_vs_sma50(+0.006)
BBY,189,2026-08-24,beta_hedged,0.47860460707805813,0.030927835051546393,1,0.0,87.4800033569336,276447428.0,mkt_dispersion(-0.011) | vol_21d(-0.004) | mkt_breadth(-0.003)
VRT,190,2026-08-24,beta_hedged,0.47278402331187114,0.02577319587628866,1,0.0,254.97000122070312,1684779142.0,mkt_dispersion(-0.007) | vol_63d(-0.007) | ret_21d_rank(-0.005)
AMD,191,2026-08-24,beta_hedged,0.45591576923046856,0.020618556701030927,1,0.0,456.75,12803576884.0,vol_63d(-0.010) | mkt_dispersion(-0.008) | mkt_breadth(-0.005)
LRCX,192,2026-08-24,beta_hedged,0.4542620026197244,0.015463917525773196,1,0.0,310.1700134277344,3209714587.0,mkt_breadth(-0.008) | close_vs_sma200(-0.008) | mkt_dispersion(-0.006)
KLAC,193,2026-08-24,beta_hedged,0.45277096232960456,0.010309278350515464,1,0.0,181.57000732421875,2239861309.0,vol_63d(-0.010) | mkt_dispersion(-0.007) | ret_21d_rank(-0.005)
AMAT,194,2026-08-24,beta_hedged,0.43775303221277445,0.005154639175257732,1,0.0,484.19000244140625,4100118552.0,mkt_dispersion(-0.012) | vol_63d(-0.012) | mkt_breadth(-0.006)
